company_name,job_title,location,salaries,description
Libbey,Competitive Analyst & Data Scientist,United States,,"The Competitive Analyst & Data Scientist is responsible for developing competitive insights, pricing and predictive models and turning data into actionable..."
Biogen,Associate Data Scientist,"Cambridge, MA",,"Proficiency in applying statistical models to data and knowledge of other machine learning practices (regressions, classifications, clusterings, etc.)...."
Infinite Campus,"Intern, Data Scientist",Minnesota,,"Use data mining, machine learning, statistics, and knowledge modeling tools and methods with scientific rigor...."
Northrop Grumman,"Data Scientist, People Analytics","Falls Church, VA",,We are looking for a Data Scientist to join the Northrop Grumman Human Capital Analytics team where we lead the people and talent analytics function....
Sony Pictures Entertainment Inc.,Data Scientist,"Culver City, CA",,"You’re a highly skilled, commercially focused and motivated Data Scientist looking for exciting projects that will challenge you to demonstrate expertise and..."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Microsoft,Senior Data & Applied Scientist,"Redmond, WA",,"3 years of experience in Machine Learning, Artificial Intelligence or Statistics (Python or R), e.g. classification, regression, optimization, deep learning or..."
Marlin Capital Solutions,Data Scientist,"Mount Laurel, NJ",,"Proficient with the use of advanced statistical analysis software and applications (SAS, R, SQL programming, etc.)...."
Microsoft,"Full Time opportunities for students & recent graduates: Microsoft AI Development Acceleration Program: Data Scientist, Software Engineer, Program Manager","Cambridge, MA",,"Experience in data analysis, data visualization, machine learning/data mining/AI a plus. Knowledge of machine learning, data visualization, and AI a plus...."
"CICONIX, LLC",Data Scientist,"Falls Church, VA",,"Demonstrated data analytics experience in direct support of Military Health System community customers, demonstrating progressive technical development and..."
PPL Corporation,Associate Data Scientist / Data Scientist,"Allentown, PA",,"Master's Degree in Data Science, Data Analytics, Statistics, Computer Science, Mathematics or related field and 5 years experience with SAS, ETL, data..."
PrecisionLender,Data Scientist,"Cary, NC",,"3 + years' experience with analytical software tools such as Python, R, SAS, Matlab. Building data pipelines. Exploring and visualizing data...."
Walmart eCommerce,DATA SCIENTIST,"Sunnyvale, CA",,"The @WalmartLabs Personalization team consists of platform, application engineers, scientists and product visionaries all working together to design, prototype..."
Procter and Gamble,Data Scientist-PhD (Campus Hire),"Cincinnati, OH",,"At P&G, Data Scientists are Business Leaders, an effective communicator, self-motivated, and able to drive insights into actions that improve P&G’s business..."
American Eagle Outfitters,Data Scientist,"Pittsburgh, PA",,3+ years experience in SQL as well as transforming data into insights with visualization tools like Tableau or Plotly....
CleanChoice Energy,Data Scientist,"Washington, DC",,"CleanChoice Energy is looking for a Data Scientist who loves working with data - parsing, analyzing, modeling, interpreting, predicting and extracting insights..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
6sense,Data Scientist,"San Francisco, CA","$98,000 - $145,000 a year (Indeed est.)","Our data scientists are not optimizing software; We work with big data at scale, advanced machine learning, and predictive modeling to find buyers and predict..."
Sony Pictures Entertainment Inc.,Data Scientist,"Culver City, CA","$89,000 - $131,000 a year (Indeed est.)","You’re a highly skilled, commercially focused and motivated Data Scientist looking for exciting projects that will challenge you to demonstrate expertise and..."
DATA ERP SYS,Data Analytics/Scientist,"Lansing, MI","$101,000 - $149,000 a year (Indeed est.)","Knowledge of one or more machine learning or statistical modeling tools such as R, SAS, MATLAB, or Python (scikit-learn, Theano)...."
Precima,Data Scientist,"Chicago, IL","$84,000 - $124,000 a year (Indeed est.)","As a data scientist in the Merch Analytics team, you will be responsible for the management of client data to develop and analyze results and present insights..."
Southern California Edison,Data Scientist,"Irvine, CA","$99,000 - $146,000 a year (Indeed est.)","The Data Scientist position will be using and developing tools and techniques such as statistical algorithms, machine learning, visualization techniques, and..."
Plaid,Data Scientist,"San Francisco, CA","$95,000 - $141,000 a year (Indeed est.)","We're looking for data scientists with experience applying state-of-the-art machine learning and data science techniques toward any area, including natural..."
"KAR Auction Services, Inc.",Data Scientist,"Chicago, IL","$87,000 - $128,000 a year (Indeed est.)","Design SQL, R & Python scripts to directly query and analyze internal and external data sources to package together clear, actionable findings...."
American Express,Data Scientist,"New York, NY","$97,000 - $143,000 a year (Indeed est.)",You will apply your deep expertise in analytics - from classic statistics to machine learning and network theory - to inform programs focused on employee...
RTI International,Data Scientist,"Durham, NC","$65,000 - $95,000 a year (Indeed est.)","The Center for Data Science at RTI International, one of the nation’s largest independent, nonprofit scientific research organizations, is seeking a Data..."
Apple,"Data Analyst, Health","Santa Clara Valley, CA",,"Minimum three years of solid hands-on experience with data visualization, data mining, and analytics. The Health Special Projects team is looking for an..."
